ID,Title,Abstract,Date Added
8578052,Optical force and distance sensing in intraoral devices for stroke rehabilitation: a distance calibration and force classification approach,"Stroke survivors often suffer from oro-facial impairments, affecting swallowing function and speech production. Measuring tongue pressure and position intraorally can help to improve therapy for both symptoms, but space inside the oral cavity is extremely limited and such devices can easily be prohibitively large and obstructive if too many sensors are needed. In this work, we present our efforts to sense the force of the tongue exerted against the hard palate and the tongue-palate distance, using only optical proximity sensors. To explore the feasibility and accuracy of this approach and to evaluate the selected sensor, we conducted a study with 10 subjects and measured the sensor's response to 10 discrete distances ranging from 0mm to 30mmbetween tongue and sensor, and to a continuously increasing tongue force against the sensor from 0.1N to 8N. For distance measurements, an existing in-situ calibration method was applied and verified that yielded errors of less than 2mm for the estimated distances in nearly every case. For force measurements, a Bayesian classification approach was adopted to map sensor data to two force regions (below and above a certain boundary value), where up to 84.1% (average: 71.7 %) of ADC values were classified correctly within-sample.",Date Added to IEEEXplore:16 December 2018
9754844,Abstract of Presentations on March 9th,Presents abstracts for the articles comprising the conference proceedings.,Date Added to IEEEXplore:14 April 2022
9179503,Speech task based automatic classification of ALS and Parkinson’s Disease and their severity using log Mel spectrograms,"We consider the task of speech based classification of patients with amyotrophic lateral sclerosis (ALS), Parkinson's disease (PD) and healthy controls (HC). Recent work in convolutional neural networks (CNN) to solve image classification problems raises the possibility of utilizing spectral representation of speech for detection of neurological diseases. In this paper, a spectrogram based approach is used. Feeding overlapping windows to the CNN makes sure that the temporal aspects are considered by using short signal segments or wide analysis filters. A three class (ALS, PD or HC) dysarthria classification is performed. In addition, we perform two severity classification experiments for ALS (5 class) and PD (3 class) respectively. Experiments are conducted on both baseline MFCC data [1] and log Mel spectrograms. Classification results show that for several audio lengths, models trained on log Mel spectrograms consistently outperform those of MFCC's. The ability of the network to accurately classify different classes is evaluated via the area under receiver operating characteristic curve [2],[3]. The findings from this study could aid in better detection and monitoring of ALS and PD diseases.",Date Added to IEEEXplore:28 August 2020
9380752,Detecting Effect of Levodopa in Parkinson’s Disease Patients Using Sustained Phonemes,"Background: Parkinson’s disease (PD) is a multi-symptom neurodegenerative disease generally managed with medications, of which levodopa is the most effective. Determining the dosage of levodopa requires regular meetings where motor function can be observed. Speech impairment is an early symptom in PD and has been proposed for early detection and monitoring of the disease. However, findings from previous research on the effect of levodopa on speech have not shown a consistent picture. Method: This study has investigated the effect of medication on PD patients for three sustained phonemes; /a/, /o/, and /m/, which were recorded from 24 PD patients during medication off and on stages, and from 22 healthy participants. The differences were statistically investigated, and the features were classified using Support Vector Machine (SVM). Results: The results show that medication has a significant effect on the change of time and amplitude perturbation (jitter and shimmer) and harmonics of /m/, which was the most sensitive individual phoneme to the levodopa response. /m/ and /o/ performed at a comparable level in discriminating PD-off from control recordings. However, SVM classifications based on the combined use of the three phonemes /a/, /o/, and /m/ showed the best classifications, both for medication effect and for separating PD from control voice. The SVM classification for PD-off versus PD-on achieved an AUC of 0.81. Conclusion: Studies of phonation by computerized voice analysis in PD should employ recordings of multiple phonemes. Our findings are potentially relevant in research to identify early parkinsonian dysarthria, and to tele-monitoring of the levodopa response in patients with established PD.",N/A
9887934,Parkinson’s Disease Detection Using Smartphone Recorded Phonemes in Real World Conditions,"Parkinson’s disease (PD) is a multi-symptom neurodegenerative disease. There are no biomarkers; the diagnosis and monitoring of the disease progression require clinical and functional symptom observation. Voice impairment is an early symptom of PD, and computerized analysis of voice has been proposed for early detection and monitoring of the disease. However, there is poor reproducibility of many studies, which is attributed to the experimental data having been collected under controlled conditions. To overcome the limitations of earlier works, this study has investigated three sustained phonemes: /a/, /o/, and /m/, which were recorded using an iOS-based smartphone from 72 participants (36 people with PD and 36 healthy) in a typical clinical setting. A number of signal features were obtained, statistically investigated, and ranked to identify the suitable feature sets. These were classified using machine learning models. The results show that a combination of phonemes /a/+/o/+/m/ was most suited to differentiate the voice of PD people from healthy control participants, with an average accuracy, sensitivity, and specificity of 100%, 100%, 100%, respectively, using leave-one-out validation. The findings of this study could assist in the clinical assessments and remote telehealth monitoring for people with parkinsonian dysarthria using smartphones.",N/A
10308048,A Review and Classification of Amyotrophic Lateral Sclerosis with Speech as a Biomarker,"Amyotrophic Lateral Sclerosis (ALS) is a motor system neurodegenerative disease that affects speech impairment, spinal, respiratory and swallowing difficulties in patients. It has gradually increased in elderly people in recent years and is not easy to diagnose. The ALS bulbar form system is based on detecting dysarthria speech classification in discriminating healthy subjects from ALS patients. To construct the classification model by using various machine learning techniques, the studies used datasets related to speech impairment recordings of ALS patients and healthy subjects. Early diagnosis of ALS can somewhat improve the patient’s quality of life to an extent. Sustained vowel phonation is very useful for classifying ALS and healthy control (HC). In this study, jitter and shimmer were used to extract features. A support vector machine classifier was applied, and it classified ALS/HC with an accuracy of 98.5%. This study presents a detailed review of various machine learning techniques applied to the speech signal for the diagnosis of ALS and their impact on future research in this direction.",Date Added to IEEEXplore:23 November 2023
9980322,Teager Energy Cepstral Coefficients For Classification of Dysarthric Speech Severity-Level,"Dysarthria is a neuro-motor speech impairment that renders speech unintelligibility, which is generally imperceptible to humans w.r.t severity-levels. Dysarthric speech classification acts as a diagnostic tool for evaluating the advancement in a patient's severity condition and also aids in automatic dysarthric speech recognition systems (an important assistive speech technology). This study investigates the significance of Teager Energy Cepstral Coefficients (TECC) in dysarthric speech classification using three deep learning architectures, namely, Convolutional Neural Network (CNN), Light-CNN (LCNN), and Residual Networks (ResNet). The performance of TECC is compared with state-of-the-art features, such as Short-Time Fourier Transform (STFT), Mel Frequency Cepstral Coefficients (MFCC), and Linear Frequency Cepstral Coefficients (LFCC). In addition, this study also investigate the effectiveness of cepstral features over the spectral features for this problem. The highest classification accuracy achieved using UA-Speech corpus is 97.18%, 94.63%, and 98.02% (i.e., absolute improvement of 1.98%, 1.41%, and 1.69%) with CNN, LCNN, and ResNet, respectively, as compared to the MFCC. Further, we evaluate feature discriminative capability usingF1-score, Matthew's Correlation Coefficient (MCC), Jaccard index, and Hamming loss. Finally, analysis of latency period w.r.t. state-of-the-art feature sets indicates the potential of TECC for practical deployment of the severity-level classification system.",Date Added to IEEEXplore:21 December 2022
10733600,Sequence-to-Sequence Models in Italian Atypical Speech Recognition,"In the domain of automatic speech recognition (ASR), we explore the usage of a state-of-the-art transformer-based sequence-to-sequence model to build a speaker-dependent isolated word recognizer for native Italian speakers with a speech disorder, such as dysarthria. In particular, this paper is concerned with a self-supervised learning approach, where the Wav2Vec2 has been fine-tuned on our private Italian corpus containing a total of 41 hours of speech contributions authored by 191 individuals with a disability and atypical speech. The discussed approach has been also evaluated thanks to collaboration of sixteen speakers with diverse degrees of speech disorders (mild, moderate, severe), and our analysis has shown a remarkable performance of our ASR system, with an overall word recognition accuracy of 97.4%.",Date Added to IEEEXplore:31 October 2024
8441307,Monitoring Progress of Parkinson's Disease Based on Changes in Phonation: a Pilot Study,"Hypokinetic dysarthria (HD) is a frequent symptom of idiopathic Parkinson's disease (PD). Although it is hypothesized its progress is tightly linked with changes in other motor/non-motor features of PD, it has not been proved yet. The aim of this work is to employ acoustic analysis of sustained phonation in order to identify significant correlates between phonatory measures and motor/non-motor deficits in a two-year follow-up study. For this purpose, we repeatedly quantified a sustained vowel/a/ in 51 PD patients who were also assessed by 5 common clinical scales. In addition, a multivariate regression model was trained to predict the motor/non-motor deficits in the horizon of two years. Results suggest that mainly instability in vocal folds oscillation increases with the progress of PD and with overall cognitive decline. Based on the acoustic analysis, the change in clinical scores could be predicted with the error in the range of 11.83-19.60 %.",Date Added to IEEEXplore:23 August 2018
7760933,An automatic diagnosis and assessment of dysarthric speech using speech disorder specific prosodic features,"To diagnose and classify the dysarthric speech, speech language pathologist (SLP) conducts a listening test. On the basis of the scores given by listeners the dysarthria is diagnosed and assessed. The above mentioned method is costly, time consuming and not very accurate. Unlike the traditional method, this research proposes an automatic diagnosis and assessment of dysarthria. The aim of this paper is to diagnose and classify the severity of dysarthria. The speech disorder specific prosodic features are selected by using genetic algorithm. The diagnosis and assessment of dysarthric speech is done by support vector machines. During diagnosis the classification accuracy of 98% has been achieved. And 87% of the dysarthric speech utterances are correctly classified. The standard UASPEECH database has been used in this work.",Date Added to IEEEXplore:01 December 2016
8031207,Signal Analysis for Voice Evaluation in Parkinson’s Disease,"Parkinson's Disease (PD) is a neurodegenerative disorder that is frequently correlated with vowel articulation difficulties. The phonation problem arises in patients affected by PD is commonly known as Parkinsonian Dysarthria and identifiedby vocal signal analysis. The analysis supporte physicians and specialists in early detection and monitoring of dysarthria aiming, to increase patients life quality and to evaluate the efficacy of treatments. We investigate on vocal signal analysis correlation with speech patterns related to PD. Vowel parameters are considered as discriminant elements among PD patients and healthy subjects. Aim of this work is to define possible indicators for dysarthria in PD patients.",Date Added to IEEEXplore:14 September 2017
10661160,Two-stage and Self-supervised Voice Conversion for Zero-Shot Dysarthric Speech Reconstruction,"Dysarthria is a motor speech disorder commonly associated with conditions such as cerebral palsy, Parkinson’s disease, amyotrophic lateral sclerosis, and stroke. Individuals with dysarthria typically exhibit significant speech difficulties, including imprecise articulation, lack of fluency, slow speech rate, and decreased volume and clarity, which can hinder their ability to communicate effectively with others. We propose a two-stage Voice Conversion method to enhance the reconstruction of dysarthric speech. In the first stage, we develop a KNN-VC approach based on a same-gender-retrieval strategy to preliminarily repair the dysarthric speech. In this stage, we match the dysarthric speech only with normal speech of the same gender. In the second stage, we adapt so-vits-svc to restore the speaker’s timbre and improve the sound quality of the speech repaired in the first stage. Both objective and subjective evaluations were conducted on the dataset of the Low Resource Dysarthria Wake-Up Word Spotting Challenge (LRDWWS Challenge) shows that the proposed approach can achieve some improvements in terms of speaker similarity, speech intelligibility and naturalness for unknown speakers, and these evaluations also show our method has a good Zero-shot performance. Our audio samples can be accessed online1.",Date Added to IEEEXplore:10 September 2024
95920,Computer aided methods for diagnosis and therapy of speech breathing disorders,"Computer-aided methods for the diagnosis and therapy of speech breathing disorders caused by brain damage (dysarthrias) are described. These methods make it possible to evaluate a speech disorder for diagnostic purposes using objective parameters. Special therapeutic tasks which proceed in accordance with the principle of biofeedback make it possible for the patient to carry out self-therapy through individualized exercise packages. Pathological speech patterns can be readily recognized, classified and quantified using the methods presented. It is concluded that these methods are clinically practical and show promise of becoming a useful clinical tool for the treatment of dysarthrias.<>",Date Added to IEEEXplore:06 August 2002
7178790,Automatic detection of voice onset time in dysarthric speech,"Although a number of speech disorders reflect varying involvement of brain areas, recently published automatic speech analyses have primarily been limited to hypokinetic dysarthria in Parkinson's disease (PD). Therefore, the aim of the present study was to provide an automatic algorithm suitable for the assessment of voice onset time (VOT) in various dysarthria types. Twenty-four PD participants with hypokinetic dysarthria and 40 Huntington's disease (HD) subjects with hyperkinetic dysarthria were included. These two types of dysarthria were selected in the design of a robust algorithm as they contain most of the dysarthric patterns found among all dysarthria subtypes. For a 10 ms threshold, the proposed algorithm reached approximately 90% accuracy in PD speakers and 80% accuracy in HD speakers. The accuracy of 80% obtained in HD was superior to the performance of 55% achieved by a previous algorithm designed particularly for hypokinetic dysarthria in PD.",Date Added to IEEEXplore:06 August 2015
10915057,Hybrid CNN-GRU Model for Predicting Dysarthric Speech Using Deep Learning Approaches,"This research study presents the novel method for dysarthria speech detection and classification. In order to create systems that are capable of accurately categorizing speech patterns that are impacted by dysarthria, it is vital to have speech detection and classification capabilities for dysarthria. The condition known as dysarthria, which is characterized by difficulties in articulation, phonation, resonance, and prosody, is a disorder that leads to a reduction in the intelligibility of speech. This method of classification necessitates the development of machine learning or deep learning models, more specifically a combination of Convolutional Neural Networks (CNN) and Gated Recurrent Units (GRU), in order to accomplish the objective of automatically classifying dysarthric speech into categories such as severity or presence/absence of dysarthria. The primary purpose of dysarthria speech categorization is to bring about the development of a reliable instrument that can be used for identifying, categorizing, and managing dysarthric speech. As an added benefit, the classification of dysarthric speech allows for the adaptation of treatment methods and the acquisition of information about the underlying causes of the condition. The individuals who are affected by this speech difficulty are the target audience for this strategy, which ultimately aims to enhance the quality of life of those individual. The study addresses the challenge of classifying dysarthric speech caused by neurological impairments using a Hybrid CNN-GRU model, achieving accuracies of 70.3% (high-severity), 38% (severe-moderate), 34.5% (moderate), and 10.3% (mild dysarthria).",Date Added to IEEEXplore:13 March 2025
8283503,Improving Acoustic Models in TORGO Dysarthric Speech Database,"Assistive speech-based technologies can improve the quality of life for people affected with dysarthria, a motor speech disorder. In this paper, we explore multiple ways to improve Gaussian mixture model and deep neural network (DNN) based hidden Markov model (HMM) automatic speech recognition systems for TORGO dysarthric speech database. This work shows significant improvements over the previous attempts in building such systems in TORGO. We trained speaker-specific acoustic models by tuning various acoustic model parameters, using speaker normalized cepstral features and building complex DNN-HMM models with dropout and sequence-discrimination strategies. The DNN-HMM models for severe and severe-moderate dysarthric speakers were further improved by leveraging specific information from dysarthric speech to DNN models trained on audio files from both dysarthric and normal speech, using generalized distillation framework. To the best of our knowledge, this paper presents the best recognition accuracies for TORGO database till date.",N/A
8846717,Automated Assessment of Oral Diadochokinesis in Multiple Sclerosis Using a Neural Network Approach: Effect of Different Syllable Repetition Paradigms,"Slow and irregular oral diadochokinesis represents an important manifestation of spastic and ataxic dysarthria in multiple sclerosis (MS). We aimed to develop a robust algorithm based on convolutional neural networks for the accurate detection of syllables from different types of alternating motion rate (AMR) and sequential motion rate (SMR) paradigms. Subsequently, we explored the sensitivity of AMR and SMR paradigms based on voiceless and voiced consonants in the detection of speech impairment. The four types of syllable repetition paradigms including /ta/, /da/, /pa/-/ta/-/ka/, and /ba/-/da/-/ga/ were collected from 120 MS patients and 60 matched healthy control speakers. Our neural network algorithm was able to correctly identify the position of individual syllables with a very high average accuracy of 97.8%, with the correct temporal detection of syllable position of 87.8% for 10 ms and 95.5% for 20 ms tolerance value. We found significantly altered diadochokinetic rate and regularity in MS compared to controls across all types of investigated tasks (p <; 0.001 ). MS patients showed slower speech for SMR compared to AMR tasks, whereas voiced paradigms were more irregular. Objective evaluation of oral diadochokinesis using different AMR and SMR paradigms may provide important information regarding speech severity and pathophysiology of the underlying disease.",N/A
9317735,Utterance Verification-Based Dysarthric Speech Intelligibility Assessment Using Phonetic Posterior Features,"In the literature, the task of dysarthric speech intelligibility assessment has been approached through development of different low-level feature representations, subspace modeling, phone confidence estimation or measurement of automatic speech recognition system accuracy. This paper proposes a novel approach where the intelligibility is estimated as the percentage of correct words uttered by a speaker with dysarthria by matching and verifying utterances of the speaker with dysarthria against control speakers’ utterances in phone posterior feature space and broad phonetic posterior feature space. Experimental validation of the proposed approach on the UA-Speech database, with posterior feature estimators trained on the data from auxiliary domain and language, obtained a best Pearson's correlation coefficient (r) of 0.950 and Spearman's correlation coefficient (ρ) of 0.957. Furthermore, replacing control speakers’ speech with speech synthesized by a neural text-to-speech system obtained a bestrof 0.931 andρof 0.961.",N/A
9740922,Smart Voice Assistance for Speech disabled and Paralyzed People,"People who are paralyzed, confront numerous challenges in meeting their basic necessities on a daily basis. It is very difficult to understand the speech of people with dysarthria, amyotrophic lateral sclerosis (ALS) and similar conditions. Automatic speech command recognition system will enhance the lifestyle of people with voice disorder like dysarthria and paraplegics. The proposed work will convert the speech command of paralyzed people into text and send it to the care taker's mobile with the help of Twilio message services. Algorithms like Support Vector Machine (SVM) and Convolutional Neural network (CNN) model is used for speech command identification and speech to text conversion. CNN model yields an accuracy of 90.62%, whereas the SVM algorithm gives a very low accuracy. The developed TensorFlow model is deployed in the flask server.",Date Added to IEEEXplore:31 March 2022
8645286,A Tool for Training Speech Imitation Accuracy,"Dysarthria is a neurological motor speech disorder that commonly results in reduced intelligibility. Communication partners can learn to better understand the speech of someone with dysarthria through perceptual training. Vocal imitation of the degraded speech during perceptual training has been shown to elevate this learning. A tool that provides the learner with real-time feedback regarding the accuracy of their imitation attempts during training may further enhance this learning. We describe a training tool that compares dysarthric speech productions with the imitation attempts of healthy subjects, using a two-level dynamic warp that accounts for both spectral and temporal degradation. Feature vectors derived from both the spectrogram and LPC are examined.",Date Added to IEEEXplore:21 February 2019
10673628,Leveraging OpenAI Whisper Model to Improve Speech Recognition for Dysarthric Individuals,"Automatic Speech Recognition (ASR) systems are pivotal in facilitating human-technology interactions through voice commands. However, individuals with dysarthria face significant challenges in benefiting from these technologies due to their speech disorder. This paper proposes finetuning the Whisper model for Dysarthric Speech Recognition (DSR) by incorporating additional features extracted from Mel-frequency cepstral coefficients (MFCCs). By combining spectrograms and MFCCs within an attention mechanism, the model creates a richer feature representation, with spectrograms providing broader context and MFCCs highlighting crucial formant frequencies. The attention mechanism dynamically weighs the importance of each feature based on specific speech segments and dysarthric speech characteristics. Furthermore, a hierarchical attention approach is adopted, which encompasses a two-stage attention mechanism. This mechanism directs attention at both local and global levels, facilitating the capture of both fine-grained details and broader contextual information within the speech signal. This study involved the development and training of 45 speaker-adaptive dysarthric ASR systems. The proposed model achieves an average Word Recognition Accuracy (WRA) of 74.08%, showing a notable enhancement compared to the benchmark of 69.23%. The findings underscore the efficacy of the proposed approach in addressing dysarthria-related challenges in ASR systems.",Date Added to IEEEXplore:18 September 2024
10482963,Empirical Analysis of Machine Learning Models on Parkinson’s Speech Dataset,"Parkinson’s disease (PD) is a chronic and progressive neurodegenerative disorder that worsens over time. Diagnosing PD primarily relies on clinical assessments, which can be costly, time-consuming, and invasive. These evaluations may also be subjective and vulnerable to inaccuracy. Dysarthria, a common condition characterised by delayed and distorted speech, frequently coexists with PD. This opens up the possibility of using speech features for diagnostic reasons. This research paper explores different machine learning models trained on numerical data of changes in speech patterns due to Dysarthria. These models are based on classifiers such as Artificial Neural Networks (ANN), Multi-Layer Perceptron (MLP), Random Forests, and Decision Trees. Additionally, we compare the performance of a newly introduced HyperTab classifier with the existing models. Our findings demonstrate the significant potential of machine learning in diagnosing PD based on speech analysis. This progress holds the promise of creating a cost-effective tool to expedite disease detection. Furthermore, this research is of utmost importance in offering essential support to regions with limited access to specialized medical facilities.",Date Added to IEEEXplore:02 April 2024
1556613,"Experiments with fast Fourier transform, linear predictive and cepstral coefficients in dysarthric speech recognition algorithms using hidden Markov model","In this study, a hidden Markov Model was constructed and conditions were investigated that would provide improved performance for a dysarthric speech (isolated word) recognition system. The speaker dependant system was intended to act as an assistive/control tool. A small size vocabulary spoken by three cerebral palsy subjects was chosen. Fast Fourier transform, linear predictive, and Mel frequency cepstral coefficients extracted from data provided training input to several whole-word hidden Markov model configurations. The effect of model structure, number of states, and frame rates were also investigated. It was noted that a 10-state ergodic model using 15 msec frames was better than other configurations. Furthermore, it was found that a Mel cepstrum based model outperformed a fast Fourier transform and linear prediction based model. The system offers effective and robust application as a rehabilitation and/or control tool to assist dysarthric motor impaired individuals.",N/A
9747205,Experimental Investigation on STFT Phase Representations for Deep Learning-Based Dysarthric Speech Detection,"Mainstream deep learning-based dysarthric speech detection approaches typically rely on processing the magnitude spectrum of the short-time Fourier transform of input signals, while ignoring the phase spectrum. Although considerable insight about the structure of a signal can be obtained from the magnitude spectrum, the phase spectrum also contains inherent structures which are not immediately apparent due to phase discontinuity. To reveal meaningful phase structures, alternative phase representations such as the modified group delay (MGD) and instantaneous frequency (IF) spectra have been investigated in several applications. The objective of this paper is to investigate the applicability of the unprocessed phase, MGD, and IF spectra for dysarthric speech detection. Experimental results show that dysarthric cues are present in all considered phase representations. Further, it is shown that using phase representations as complementary features to the magnitude spectrum is beneficial for deep learning-based dysarthric speech detection, with the combination of magnitude and IF spectra yielding a high performance. The presented results should raise awareness in the research community about the potential of the phase spectrum for dysarthric speech detection and motivate research into novel architectures which optimally exploit magnitude and phase information.",Date Added to IEEEXplore:27 April 2022
9915287,Consonant-Vowel Transition Models Based on Deep Learning for Objective Evaluation of Articulation,"Spectro-temporal dynamics of consonant-vowel (CV) transition regions are considered to provide robust cues related to articulation. In this work, we propose an objective measure of precise articulation, dubbed the objective articulation measure (OAM), by analyzing the CV transitions segmented around vowel onsets. The OAM is derived based on the posteriors of a convolutional neural network pre-trained to classify between different consonants using CV regions as input. We demonstrate that the OAM is correlated with perceptual measures in a variety of contexts including (a) adult dysarthric speech, (b) the speech of children with cleft lip/palate, and (c) a database of accented English speech from native Mandarin and Spanish speakers.",N/A
10832261,Speech Recognition-Based Feature Extraction For Enhanced Automatic Severity Classification in Dysarthric Speech,"Due to the subjective nature of current clinical evaluation, the need for automatic severity evaluation in dysarthric speech has emerged. DNN models outperform ML models but lack user-friendly explainability. ML models offer explainable results at a feature level, but their performance is comparatively lower. Current ML models extract various features from raw waveforms to predict severity. However, existing methods do not encompass all dysarthric features used in clinical evaluation. To address this gap, we propose a feature extraction method that minimizes information loss. We introduce an ASR transcription as a novel feature extraction source. We finetune the ASR model for dysarthric speech, then use this model to transcribe dysarthric speech and extract word segment boundary information. It enables capturing finer pronunciation and broader prosodic features. These features demonstrated an improved severity prediction performance to existing features: balanced accuracy of 83.72%.",Date Added to IEEEXplore:16 January 2025
10463016,"Dysarthric Speech Recognition Using Pseudo-Labeling, Self-Supervised Feature Learning, and a Joint Multi-Task Learning Approach","In this paper, we investigate the use of the spontaneous speech of dysarthric people for training an automatic speech recognition (ASR) model for them. Although the spontaneous speech of dysarthric people can be collected relatively easily compared to script-reading speech, which is obtained by having them read a prepared script, labeling the spontaneous speech of dysarthric people is very difficult and costly. For training an ASR model using unlabeled speech data, pseudo-labeling and self-supervised feature learning have been studied as effective approaches; however, the effectiveness of these approaches has not been clear when they are applied to the unlabeled dysarthric speech. In addition, pseudo-labeling may not be effective since the pseudo-labels of dysarthric speech include many errors and are not reliable. In this paper, we evaluate the above two approaches for the dysarthric speech recognition, and we propose a multi-task learning approach, which combines these approaches to train an ASR model that is robust against the errors in the pseudo-labels. Experimental results using Japanese and English datasets demonstrated that all approaches are effective, but among them, the proposed multi-task learning approach showed the best performance.",N/A
10900367,VASIR: Open-Source Android Application for Visual Analog Scale Intelligibility Rating of Dysarthric Speech,"We present an open-source application for mobile devices called VASIR that provides a reliable and sensitive tool for accessible intelligibility rating using visual analog scales. VASIR is validated by examining the intelligibility in 23 Parkinson’s disease (PD) patients treated with subthalamic nucleus deep brain stimulation (DBS) in on and off stimulation states, and 23 healthy controls. Two rater groups of naive and expert listeners performed intelligibility ratings using the provided application. An excellent intraclass correlation was found in both the naive (ICC = 0.97) and expert (ICC = 0.95) groups. Both listener groups were able to confidently differentiate between the controls and DBS groups (p < 0.001) whereas only the expert group was able to find statistically significant differences in intelligibility between on and off stimulation states (p = 0.031).",N/A
608020,The Nemours database of dysarthric speech,"The Nemours database is a collection of 814 short nonsense sentences; 74 sentences spoken by each of 11 male speakers with varying degrees of dysarthria. Additionally, the database contains two connected-speech paragraphs produced by each of the 11 speakers. The database was designed to test the intelligibility of dysarthric speech before and after enhancement by various signal processing methods, and is available on CD-ROM. It can also be used to investigate general characteristics of dysarthric speech such as production error patterns. The entire database has been marked at the word level and sentences for 10 of the 11 talkers have been marked at the phoneme level as well. The paper describes the database structure and techniques adopted to improve the performance of a Discrete Hidden Markov Model (DHMM) labeler used to assign initial phoneme labels to the elements of the database. These techniques may be useful in the design of automatic recognition systems for persons with speech disorders, especially when limited amounts of training data are available.",Date Added to IEEEXplore:06 August 2002
9621959,Corpus Design and Automatic Speech Recognition for Deaf and Hard-of-Hearing People,"This study describes automatic speech recognition (ASR) for the deaf and hard-of-hearing people. In the relevant literature, ASR for the deaf has been studied in a manner similar to the recognition of speech by people with dysarthria. However, prior studies have been conducted over a small number of deaf speakers. Therefore, to date, it remains unclear how the performance of ASR varies with different speakers. We conducted phoneme recognition experiments using speech from 12 deaf students to obtain analytical results from the perspective of ASR performance.",Date Added to IEEEXplore:01 December 2021
10123751,Using Automatic Speech Recognition to Measure the Intelligibility of Speech Synthesized From Brain Signals,"Brain-computer interfaces (BCIs) can potentially restore lost function in patients with neurological injury. A promising new application of BCI technology has focused on speech restoration. One approach is to synthesize speech from the neural correlates of a person who cannot speak, as they attempt to do so. However, there is no established gold-standard for quantifying the quality of BCI-synthesized speech. Quantitative metrics, such as applying correlation coefficients between true and decoded speech, are not applicable to anarthric users and fail to capture intelligibility by actual human listeners; by contrast, methods involving people completing forced-choice multiple-choice questionnaires are imprecise, not practical at scale, and cannot be used as cost functions for improving speech decoding algorithms. Here, we present a deep learning-based “AI Listener” that can be used to evaluate BCI speech intelligibility objectively, rapidly, and automatically. We begin by adapting several leading Automatic Speech Recognition (ASR) deep learning models - Deepspeech, Wav2vec 2.0, and Kaldi - to suit our application. We then evaluate the performance of these ASRs on multiple speech datasets with varying levels of intelligibility, including: healthy speech, speech from people with dysarthria, and synthesized BCI speech. Our results demonstrate that the multiple-language ASR model XLSR-Wav2vec 2.0, trained to output phonemes, yields superior performance in terms of speech transcription accuracy. Notably, the AI Listener reports that several previously published BCI output datasets are not intelligible, which is consistent with human listeners.",Date Added to IEEEXplore:19 May 2023
10447681,Inappropriate Pause Detection in Dysarthric Speech Using Large-Scale Speech Recognition,"Dysarthria, a common issue among stroke patients, severely impacts speech intelligibility. Inappropriate pauses are crucial indicators in severity assessment and speech-language therapy. We propose to extend a large-scale speech recognition model for inappropriate pause detection in dysarthric speech. To this end, we propose task design, labeling strategy, and a speech recognition model with an inappropriate pause prediction layer. First, we treat pause detection as speech recognition, using an automatic speech recognition (ASR) model to convert speech into text with pause tags. According to the newly designed task, we label pause locations at the text level and their appropriateness. We collaborate with speech-language pathologists to establish labeling criteria, ensuring high-quality annotated data. Finally, we extend the ASR model with an inappropriate pause prediction layer for end-to-end inappropriate pause detection. Moreover, we propose a task-tailored metric for evaluating inappropriate pause detection independent of ASR performance. Our experiments show that the proposed method better detects inappropriate pauses in dysarthric speech than baselines. (Inappropriate Pause Error Rate: 14.47%)",Date Added to IEEEXplore:18 March 2024
7062754,Contemporary speech/speaker recognition with speech from impaired vocal apparatus,"Speech is the effective form of communication between human and its environment. Speech also has potential of being important mode of interaction with computer. This review paper deals with both speech and speaker recognition of persons with speech motor disorders. Normally speaker recognition consists of speaker verification and speaker identification. Speaker identification is the process of determining which registered speaker provides a given input sample. Speaker verification is the process of accepting or rejecting the identity claim of a speaker. On the other hand, the speech recognition system deals with the following challenges such as speech representation, feature extraction techniques, speech classifiers, databases and performance evaluation. Motor speech disorders are a class of speech disorder that disturbs the body's natural ability to speak. These disturbances vary in their etiology based on the integrity and integration of cognitive, neuromuscular, and musculoskeletal activities. There are various types of speech disorders like Apraxia, Cluttering (similar to stuttering), Dyspraxia, Dysarthria, Dysprosody and so on. The main objective of this review paper is to summarize and compare the well known methods used in various stages of speech and speaker recognition system.",Date Added to IEEEXplore:19 March 2015
8512796,Analysis of adverse effects of stimulation during DBS surgery by patient-specific FEM simulations,"Deep brain stimulation (DBS) represents today a well-established treatment for movement disorders. Nevertheless the exact mechanism of action of DBS remains incompletely known. During surgery, numerous stimulation tests are frequently performed in order to evaluate therapeutic and adverse effects before choosing the optimal implantation site for the DBS lead. Anatomical structures responsible for the induced adverse effects have been investigated previously, but only based on stimulation data obtained with the implanted DBS lead. The present study introduces a methodology to identify these anatomical structures during intraoperative stimulation tests based on patient-specific electric field simulations and visualization on the patient specific anatomy. The application to 4 patients undergoing DBS surgery and presenting dysarthria, paresthesia or pyramidal effects shows the different anatomical structures, which might be responsible for the adverse effects. Several of the identified structures have been previously described in the literature. To draw any statistically significant conclusions, the methodology has to be applied to further patients. Together with the visualization of the therapeutic effects, this new approach could assist the neurosurgeons in the future in choosing the optimal implant position.",Date Added to IEEEXplore:28 October 2018
